file,Z,element_name,atomic_weight_ratio,subshell,binding_energy
Bi.h5,83,b'Bi',207.184703,P2,7.29
Bi.h5,83,b'Bi',207.184703,P3,7.29
Au.h5,79,b'Au',195.273912,K,80729.0
Au.h5,79,b'Au',195.273912,L1,14356.0
Au.h5,79,b'Au',195.273912,L2,13738.0
Au.h5,79,b'Au',195.273912,L3,11923.0
Au.h5,79,b'Au',195.273912,M1,3430.0
Au.h5,79,b'Au',195.273912,M2,3153.0
Au.h5,79,b'Au',195.273912,M3,2748.0
Au.h5,79,b'Au',195.273912,M4,2295.0
Au.h5,79,b'Au',195.273912,M5,2210.0
Au.h5,79,b'Au',195.273912,N1,764.0
Au.h5,79,b'Au',195.273912,N2,645.0
Au.h5,79,b'Au',195.273912,N3,548.0
Au.h5,79,b'Au',195.273912,N4,357.0
Au.h5,79,b'Au',195.273912,N5,339.0
Au.h5,79,b'Au',195.273912,N6,91.0
Au.h5,79,b'Au',195.273912,N7,87.0
Au.h5,79,b'Au',195.273912,O1,114.0
Au.h5,79,b'Au',195.273912,O2,76.0
Au.h5,79,b'Au',195.273912,O3,61.0
Au.h5,79,b'Au',195.273912,O4,12.5
Au.h5,79,b'Au',195.273912,O5,11.1
Au.h5,79,b'Au',195.273912,P1,9.23
Ti.h5,22,b'Ti',47.4885026,K,4970.0
Ti.h5,22,b'Ti',47.4885026,L1,567.0
Ti.h5,22,b'Ti',47.4885026,L2,465.0
Ti.h5,22,b'Ti',47.4885026,L3,459.0
Ti.h5,22,b'Ti',47.4885026,M1,64.0
Ti.h5,22,b'Ti',47.4885026,M2,39.0
Ti.h5,22,b'Ti',47.4885026,M3,38.0
Ti.h5,22,b'Ti',47.4885026,M4,8.0
Ti.h5,22,b'Ti',47.4885026,M5,8.0
Ti.h5,22,b'Ti',47.4885026,N1,6.82
Zr.h5,40,b'Zr',90.4363509,K,18002.0
Zr.h5,40,b'Zr',90.4363509,L1,2536.0
Zr.h5,40,b'Zr',90.4363509,L2,2311.0
Zr.h5,40,b'Zr',90.4363509,L3,2227.0
Zr.h5,40,b'Zr',90.4363509,M1,434.0
Zr.h5,40,b'Zr',90.4363509,M2,348.0
Zr.h5,40,b'Zr',90.4363509,M3,335.0
Zr.h5,40,b'Zr',90.4363509,M4,187.0
Zr.h5,40,b'Zr',90.4363509,M5,185.0
Zr.h5,40,b'Zr',90.4363509,N1,56.0
Zr.h5,40,b'Zr',90.4363509,N2,35.0
Zr.h5,40,b'Zr',90.4363509,N3,33.0
Zr.h5,40,b'Zr',90.4363509,N4,7.72
Zr.h5,40,b'Zr',90.4363509,N5,7.72
Zr.h5,40,b'Zr',90.4363509,O1,7.72
Es.h5,99,b'Es',249.835129,K,138440.0
Es.h5,99,b'Es',249.835129,L1,26781.0
Es.h5,99,b'Es',249.835129,L2,25859.0
Es.h5,99,b'Es',249.835129,L3,20383.0
Es.h5,99,b'Es',249.835129,M1,6954.0
Es.h5,99,b'Es',249.835129,M2,6566.0
Es.h5,99,b'Es',249.835129,M3,5247.0
Es.h5,99,b'Es',249.835129,M4,4625.0
Es.h5,99,b'Es',249.835129,M5,4369.0
Es.h5,99,b'Es',249.835129,N1,1857.0
Es.h5,99,b'Es',249.835129,N2,1674.0
Es.h5,99,b'Es',249.835129,N3,1316.0
Es.h5,99,b'Es',249.835129,N4,1024.0
Es.h5,99,b'Es',249.835129,N5,959.0
Es.h5,99,b'Es',249.835129,N6,573.0
Es.h5,99,b'Es',249.835129,N7,554.0
Es.h5,99,b'Es',249.835129,O1,429.0
Es.h5,99,b'Es',249.835129,O2,353.0
Es.h5,99,b'Es',249.835129,O3,260.0
Es.h5,99,b'Es',249.835129,O4,148.0
Es.h5,99,b'Es',249.835129,O5,135.0
Es.h5,99,b'Es',249.835129,O6,9.0
Es.h5,99,b'Es',249.835129,O7,9.0
Es.h5,99,b'Es',249.835129,P1,63.0
Es.h5,99,b'Es',249.835129,P2,40.0
Es.h5,99,b'Es',249.835129,P3,25.0
Es.h5,99,b'Es',249.835129,Q1,7.0
Po.h5,84,b'Po',207.204531,K,93106.0
Po.h5,84,b'Po',207.204531,L1,16937.0
Po.h5,84,b'Po',207.204531,L2,16244.0
Po.h5,84,b'Po',207.204531,L3,13816.0
Po.h5,84,b'Po',207.204531,M1,4161.0
Po.h5,84,b'Po',207.204531,M2,3852.0
Po.h5,84,b'Po',207.204531,M3,3301.0
Po.h5,84,b'Po',207.204531,M4,2802.0
Po.h5,84,b'Po',207.204531,M5,2687.0
Po.h5,84,b'Po',207.204531,N1,994.0
Po.h5,84,b'Po',207.204531,N2,858.0
Po.h5,84,b'Po',207.204531,N3,724.0
Po.h5,84,b'Po',207.204531,N4,503.0
Po.h5,84,b'Po',207.204531,N5,478.0
Po.h5,84,b'Po',207.204531,N6,193.0
Po.h5,84,b'Po',207.204531,N7,187.0
Po.h5,84,b'Po',207.204531,O1,181.0
Po.h5,84,b'Po',207.204531,O2,139.0
Po.h5,84,b'Po',207.204531,O3,112.0
Po.h5,84,b'Po',207.204531,O4,41.0
Po.h5,84,b'Po',207.204531,O5,38.0
Po.h5,84,b'Po',207.204531,P1,20.33
Po.h5,84,b'Po',207.204531,P2,8.95
Po.h5,84,b'Po',207.204531,P3,8.43
Ni.h5,28,b'Ni',58.1957224,K,8338.0
Ni.h5,28,b'Ni',58.1957224,L1,1015.0
Ni.h5,28,b'Ni',58.1957224,L2,877.0
Ni.h5,28,b'Ni',58.1957224,L3,860.0
Ni.h5,28,b'Ni',58.1957224,M1,117.0
Ni.h5,28,b'Ni',58.1957224,M2,75.0
Ni.h5,28,b'Ni',58.1957224,M3,73.0
Ni.h5,28,b'Ni',58.1957224,M4,10.0
Ni.h5,28,b'Ni',58.1957224,M5,10.0
Ni.h5,28,b'Ni',58.1957224,N1,7.63
Lu.h5,71,b'Lu',173.463901,K,63320.0
Lu.h5,71,b'Lu',173.463901,L1,10876.0
Lu.h5,71,b'Lu',173.463901,L2,10355.0
Lu.h5,71,b'Lu',173.463901,L3,9250.0
Lu.h5,71,b'Lu',173.463901,M1,2499.0
Lu.h5,71,b'Lu',173.463901,M2,2270.0
Lu.h5,71,b'Lu',173.463901,M3,2032.0
Lu.h5,71,b'Lu',173.463901,M4,1647.0
Lu.h5,71,b'Lu',173.463901,M5,1596.0
Lu.h5,71,b'Lu',173.463901,N1,514.0
Lu.h5,71,b'Lu',173.463901,N2,420.0
Lu.h5,71,b'Lu',173.463901,N3,366.0
Lu.h5,71,b'Lu',173.463901,N4,213.0
Lu.h5,71,b'Lu',173.463901,N5,202.0
Lu.h5,71,b'Lu',173.463901,N6,13.0
Lu.h5,71,b'Lu',173.463901,N7,12.0
Lu.h5,71,b'Lu',173.463901,O1,62.0
Lu.h5,71,b'Lu',173.463901,O2,39.0
Lu.h5,71,b'Lu',173.463901,O3,32.0
Lu.h5,71,b'Lu',173.463901,O4,6.87
Lu.h5,71,b'Lu',173.463901,O5,6.87
Lu.h5,71,b'Lu',173.463901,P1,6.87
F.h5,9,b'F',18.8351893,K,694.0
F.h5,9,b'F',18.8351893,L1,37.85
F.h5,9,b'F',18.8351893,L2,17.42
F.h5,9,b'F',18.8351893,L3,17.42
Ar.h5,18,b'Ar',39.6048163,K,3206.3
Ar.h5,18,b'Ar',39.6048163,L1,326.5
Ar.h5,18,b'Ar',39.6048163,L2,250.6
Ar.h5,18,b'Ar',39.6048163,L3,248.5
Ar.h5,18,b'Ar',39.6048163,M1,29.24
Ar.h5,18,b'Ar',39.6048163,M2,15.94
Ar.h5,18,b'Ar',39.6048163,M3,15.76
Cr.h5,24,b'Cr',51.5493149,K,5995.0
Cr.h5,24,b'Cr',51.5493149,L1,702.0
Cr.h5,24,b'Cr',51.5493149,L2,589.0
Cr.h5,24,b'Cr',51.5493149,L3,580.0
Cr.h5,24,b'Cr',51.5493149,M1,80.0
Cr.h5,24,b'Cr',51.5493149,M2,49.0
Cr.h5,24,b'Cr',51.5493149,M3,48.0
Cr.h5,24,b'Cr',51.5493149,M4,8.25
Cr.h5,24,b'Cr',51.5493149,M5,8.25
Cr.h5,24,b'Cr',51.5493149,N1,7.51
Li.h5,3,b'Li',6.88137154,K,58.0
Li.h5,3,b'Li',6.88137154,L1,5.39
Br.h5,35,b'Br',79.217564,K,13481.0
Br.h5,35,b'Br',79.217564,L1,1787.0
Br.h5,35,b'Br',79.217564,L2,1602.0
Br.h5,35,b'Br',79.217564,L3,1556.0
Br.h5,35,b'Br',79.217564,M1,262.0
Br.h5,35,b'Br',79.217564,M2,197.0
Br.h5,35,b'Br',79.217564,M3,189.0
Br.h5,35,b'Br',79.217564,M4,77.0
Br.h5,35,b'Br',79.217564,M5,76.0
Br.h5,35,b'Br',79.217564,N1,23.8
Br.h5,35,b'Br',79.217564,N2,11.85
Br.h5,35,b'Br',79.217564,N3,11.85
B.h5,5,b'B',10.7171339,K,192.0
B.h5,5,b'B',10.7171339,L1,11.39
B.h5,5,b'B',10.7171339,L2,8.3
B.h5,5,b'B',10.7171339,L3,8.3
Fr.h5,87,b'Fr',221.084261,K,101130.0
Fr.h5,87,b'Fr',221.084261,L1,18637.0
Fr.h5,87,b'Fr',221.084261,L2,17903.0
Fr.h5,87,b'Fr',221.084261,L3,15028.0
Fr.h5,87,b'Fr',221.084261,M1,4652.0
Fr.h5,87,b'Fr',221.084261,M2,4324.0
Fr.h5,87,b'Fr',221.084261,M3,3666.0
Fr.h5,87,b'Fr',221.084261,M4,3134.0
Fr.h5,87,b'Fr',221.084261,M5,2998.0
Fr.h5,87,b'Fr',221.084261,N1,1153.0
Fr.h5,87,b'Fr',221.084261,N2,1003.0
Fr.h5,87,b'Fr',221.084261,N3,839.0
Fr.h5,87,b'Fr',221.084261,N4,603.0
Fr.h5,87,b'Fr',221.084261,N5,572.0
Fr.h5,87,b'Fr',221.084261,N6,268.0
Fr.h5,87,b'Fr',221.084261,N7,260.0
Fr.h5,87,b'Fr',221.084261,O1,231.0
Fr.h5,87,b'Fr',221.084261,O2,183.0
Fr.h5,87,b'Fr',221.084261,O3,147.0
Fr.h5,87,b'Fr',221.084261,O4,65.0
Fr.h5,87,b'Fr',221.084261,O5,61.0
Fr.h5,87,b'Fr',221.084261,P1,33.0
Fr.h5,87,b'Fr',221.084261,P2,19.0
Fr.h5,87,b'Fr',221.084261,P3,14.0
Fr.h5,87,b'Fr',221.084261,Q1,4.0
Cs.h5,55,b'Cs',131.763245,K,35987.0
Cs.h5,55,b'Cs',131.763245,L1,5717.0
Cs.h5,55,b'Cs',131.763245,L2,5362.0
Cs.h5,55,b'Cs',131.763245,L3,5014.0
Cs.h5,55,b'Cs',131.763245,M1,1220.0
Cs.h5,55,b'Cs',131.763245,M2,1068.0
Cs.h5,55,b'Cs',131.763245,M3,1000.0
Cs.h5,55,b'Cs',131.763245,M4,742.0
Cs.h5,55,b'Cs',131.763245,M5,728.0
Cs.h5,55,b'Cs',131.763245,N1,233.0
Cs.h5,55,b'Cs',131.763245,N2,174.0
Cs.h5,55,b'Cs',131.763245,N3,164.0
Cs.h5,55,b'Cs',131.763245,N4,81.0
Cs.h5,55,b'Cs',131.763245,N5,79.0
Cs.h5,55,b'Cs',131.763245,O1,25.0
Cs.h5,55,b'Cs',131.763245,O2,14.0
Cs.h5,55,b'Cs',131.763245,O3,12.3
Cs.h5,55,b'Cs',131.763245,P1,3.89
Sn.h5,50,b'Sn',117.670363,K,29204.0
Sn.h5,50,b'Sn',117.670363,L1,4469.0
Sn.h5,50,b'Sn',117.670363,L2,4160.0
Sn.h5,50,b'Sn',117.670363,L3,3933.0
Sn.h5,50,b'Sn',117.670363,M1,888.0
Sn.h5,50,b'Sn',117.670363,M2,761.0
Sn.h5,50,b'Sn',117.670363,M3,719.0
Sn.h5,50,b'Sn',117.670363,M4,497.0
Sn.h5,50,b'Sn',117.670363,M5,489.0
Sn.h5,50,b'Sn',117.670363,N1,141.0
Sn.h5,50,b'Sn',117.670363,N2,102.0
Sn.h5,50,b'Sn',117.670363,N3,93.0
Sn.h5,50,b'Sn',117.670363,N4,29.0
Sn.h5,50,b'Sn',117.670363,N5,28.0
Sn.h5,50,b'Sn',117.670363,O1,12.0
Sn.h5,50,b'Sn',117.670363,O2,7.34
Sn.h5,50,b'Sn',117.670363,O3,7.34
Bk.h5,97,b'Bk',244.878082,K,131590.0
Bk.h5,97,b'Bk',244.878082,L1,25260.0
Bk.h5,97,b'Bk',244.878082,L2,24372.0
Bk.h5,97,b'Bk',244.878082,L3,19440.0
Bk.h5,97,b'Bk',244.878082,M1,6523.0
Bk.h5,97,b'Bk',244.878082,M2,6149.0
Bk.h5,97,b'Bk',244.878082,M3,4968.0
Bk.h5,97,b'Bk',244.878082,M4,4366.0
Bk.h5,97,b'Bk',244.878082,M5,4133.0
Bk.h5,97,b'Bk',244.878082,N1,1729.0
Bk.h5,97,b'Bk',244.878082,N2,1554.0
Bk.h5,97,b'Bk',244.878082,N3,1236.0
Bk.h5,97,b'Bk',244.878082,N4,955.0
Bk.h5,97,b'Bk',244.878082,N5,898.0
Bk.h5,97,b'Bk',244.878082,N6,520.0
Bk.h5,97,b'Bk',244.878082,N7,504.0
Bk.h5,97,b'Bk',244.878082,O1,401.0
Bk.h5,97,b'Bk',244.878082,O2,329.0
Bk.h5,97,b'Bk',244.878082,O3,248.0
Bk.h5,97,b'Bk',244.878082,O4,142.0
Bk.h5,97,b'Bk',244.878082,O5,124.0
Bk.h5,97,b'Bk',244.878082,O6,12.0
Bk.h5,97,b'Bk',244.878082,O7,12.0
Bk.h5,97,b'Bk',244.878082,P1,63.0
Bk.h5,97,b'Bk',244.878082,P2,41.0
Bk.h5,97,b'Bk',244.878082,P3,27.0
Bk.h5,97,b'Bk',244.878082,P4,5.33
Bk.h5,97,b'Bk',244.878082,P5,3.85
Bk.h5,97,b'Bk',244.878082,Q1,6.28
Rn.h5,86,b'Rn',220.092851,K,98404.0
Rn.h5,86,b'Rn',220.092851,L1,18055.0
Rn.h5,86,b'Rn',220.092851,L2,17334.0
Rn.h5,86,b'Rn',220.092851,L3,14615.0
Rn.h5,86,b'Rn',220.092851,M1,4483.0
Rn.h5,86,b'Rn',220.092851,M2,4162.0
Rn.h5,86,b'Rn',220.092851,M3,3542.0
Rn.h5,86,b'Rn',220.092851,M4,3019.0
Rn.h5,86,b'Rn',220.092851,M5,2890.0
Rn.h5,86,b'Rn',220.092851,N1,1096.0
Rn.h5,86,b'Rn',220.092851,N2,951.0
Rn.h5,86,b'Rn',220.092851,N3,798.0
Rn.h5,86,b'Rn',220.092851,N4,567.0
Rn.h5,86,b'Rn',220.092851,N5,538.0
Rn.h5,86,b'Rn',220.092851,N6,242.0
Rn.h5,86,b'Rn',220.092851,N7,235.0
Rn.h5,86,b'Rn',220.092851,O1,212.0
Rn.h5,86,b'Rn',220.092851,O2,167.0
Rn.h5,86,b'Rn',220.092851,O3,134.0
Rn.h5,86,b'Rn',220.092851,O4,55.0
Rn.h5,86,b'Rn',220.092851,O5,51.0
Rn.h5,86,b'Rn',220.092851,P1,24.0
Rn.h5,86,b'Rn',220.092851,P2,14.0
Rn.h5,86,b'Rn',220.092851,P3,10.7
Pr.h5,59,b'Pr',139.697493,K,41995.0
Pr.h5,59,b'Pr',139.697493,L1,6839.0
Pr.h5,59,b'Pr',139.697493,L2,6444.0
Pr.h5,59,b'Pr',139.697493,L3,5968.0
Pr.h5,59,b'Pr',139.697493,M1,1509.0
Pr.h5,59,b'Pr',139.697493,M2,1342.0
Pr.h5,59,b'Pr',139.697493,M3,1244.0
Pr.h5,59,b'Pr',139.697493,M4,954.0
Pr.h5,59,b'Pr',139.697493,M5,934.0
Pr.h5,59,b'Pr',139.697493,N1,307.0
Pr.h5,59,b'Pr',139.697493,N2,238.0
Pr.h5,59,b'Pr',139.697493,N3,220.0
Pr.h5,59,b'Pr',139.697493,N4,121.0
Pr.h5,59,b'Pr',139.697493,N5,117.0
Pr.h5,59,b'Pr',139.697493,N6,6.0
Pr.h5,59,b'Pr',139.697493,N7,6.0
Pr.h5,59,b'Pr',139.697493,O1,41.0
Pr.h5,59,b'Pr',139.697493,O2,27.0
Pr.h5,59,b'Pr',139.697493,O3,24.0
Pr.h5,59,b'Pr',139.697493,P1,5.61
C.h5,6,b'C',11.9078164,K,288.0
C.h5,6,b'C',11.9078164,L1,16.59
C.h5,6,b'C',11.9078164,L2,11.26
C.h5,6,b'C',11.9078164,L3,11.26
Er.h5,68,b'Er',165.82311,K,57489.0
Er.h5,68,b'Er',165.82311,L1,9754.0
Er.h5,68,b'Er',165.82311,L2,9267.0
Er.h5,68,b'Er',165.82311,L3,8361.0
Er.h5,68,b'Er',165.82311,M1,2220.0
Er.h5,68,b'Er',165.82311,M2,2008.0
Er.h5,68,b'Er',165.82311,M3,1815.0
Er.h5,68,b'Er',165.82311,M4,1456.0
Er.h5,68,b'Er',165.82311,M5,1412.0
Er.h5,68,b'Er',165.82311,N1,452.0
Er.h5,68,b'Er',165.82311,N2,365.0
Er.h5,68,b'Er',165.82311,N3,323.0
Er.h5,68,b'Er',165.82311,N4,181.0
Er.h5,68,b'Er',165.82311,N5,172.0
Er.h5,68,b'Er',165.82311,N6,6.07
Er.h5,68,b'Er',165.82311,N7,6.0
Er.h5,68,b'Er',165.82311,O1,54.0
Er.h5,68,b'Er',165.82311,O2,35.0
Er.h5,68,b'Er',165.82311,O3,30.0
Er.h5,68,b'Er',165.82311,P1,6.0
Co.h5,27,b'Co',58.4269191,K,7715.0
Co.h5,27,b'Co',58.4269191,L1,931.0
Co.h5,27,b'Co',58.4269191,L2,800.0
Co.h5,27,b'Co',58.4269191,L3,785.0
Co.h5,27,b'Co',58.4269191,M1,107.0
Co.h5,27,b'Co',58.4269191,M2,68.0
Co.h5,27,b'Co',58.4269191,M3,66.0
Co.h5,27,b'Co',58.4269191,M4,9.0
Co.h5,27,b'Co',58.4269191,M5,9.0
Co.h5,27,b'Co',58.4269191,N1,7.86
Np.h5,93,b'Np',234.96399,K,118680.0
Np.h5,93,b'Np',234.96399,L1,22427.0
Np.h5,93,b'Np',234.96399,L2,21602.0
Np.h5,93,b'Np',234.96399,L3,17612.0
Np.h5,93,b'Np',234.96399,M1,5742.0
Np.h5,93,b'Np',234.96399,M2,5370.0
Np.h5,93,b'Np',234.96399,M3,4440.0
Np.h5,93,b'Np',234.96399,M4,3854.0
Np.h5,93,b'Np',234.96399,M5,3669.0
Np.h5,93,b'Np',234.96399,N1,1504.0
Np.h5,93,b'Np',234.96399,N2,1331.0
Np.h5,93,b'Np',234.96399,N3,1089.0
Np.h5,93,b'Np',234.96399,N4,819.0
Np.h5,93,b'Np',234.96399,N5,774.0
Np.h5,93,b'Np',234.96399,N6,421.0
Np.h5,93,b'Np',234.96399,N7,410.0
Np.h5,93,b'Np',234.96399,O1,346.0
Np.h5,93,b'Np',234.96399,O2,274.0
Np.h5,93,b'Np',234.96399,O3,211.0
Np.h5,93,b'Np',234.96399,O4,116.0
Np.h5,93,b'Np',234.96399,O5,106.0
Np.h5,93,b'Np',234.96399,O6,6.0
Np.h5,93,b'Np',234.96399,O7,9.03
Np.h5,93,b'Np',234.96399,P1,54.0
Np.h5,93,b'Np',234.96399,P2,35.0
Np.h5,93,b'Np',234.96399,P3,25.0
Np.h5,93,b'Np',234.96399,P4,6.0
Np.h5,93,b'Np',234.96399,P5,4.11
Np.h5,93,b'Np',234.96399,Q1,6.0
Sr.h5,38,b'Sr',86.8672777,K,16108.0
Sr.h5,38,b'Sr',86.8672777,L1,2219.0
Sr.h5,38,b'Sr',86.8672777,L2,2010.0
Sr.h5,38,b'Sr',86.8672777,L3,1943.0
Sr.h5,38,b'Sr',86.8672777,M1,361.0
Sr.h5,38,b'Sr',86.8672777,M2,283.0
Sr.h5,38,b'Sr',86.8672777,M3,273.0
Sr.h5,38,b'Sr',86.8672777,M4,139.0
Sr.h5,38,b'Sr',86.8672777,M5,137.0
Sr.h5,38,b'Sr',86.8672777,N1,40.0
Sr.h5,38,b'Sr',86.8672777,N2,23.0
Sr.h5,38,b'Sr',86.8672777,N3,22.0
Sr.h5,38,b'Sr',86.8672777,O1,5.69
As.h5,33,b'As',74.2779666,K,11871.0
As.h5,33,b'As',74.2779666,L1,1531.0
As.h5,33,b'As',74.2779666,L2,1362.0
As.h5,33,b'As',74.2779666,L3,1327.0
As.h5,33,b'As',74.2779666,M1,208.0
As.h5,33,b'As',74.2779666,M2,151.0
As.h5,33,b'As',74.2779666,M3,145.0
As.h5,33,b'As',74.2779666,M4,46.0
As.h5,33,b'As',74.2779666,M5,45.0
As.h5,33,b'As',74.2779666,N1,17.0
As.h5,33,b'As',74.2779666,N2,9.81
As.h5,33,b'As',74.2779666,N3,9.81
Ge.h5,32,b'Ge',71.9663968,K,11107.0
Ge.h5,32,b'Ge',71.9663968,L1,1413.0
Ge.h5,32,b'Ge',71.9663968,L2,1251.0
Ge.h5,32,b'Ge',71.9663968,L3,1220.0
Ge.h5,32,b'Ge',71.9663968,M1,184.0
Ge.h5,32,b'Ge',71.9663968,M2,130.0
Ge.h5,32,b'Ge',71.9663968,M3,125.0
Ge.h5,32,b'Ge',71.9663968,M4,33.0
Ge.h5,32,b'Ge',71.9663968,M5,32.0
Ge.h5,32,b'Ge',71.9663968,N1,14.3
Ge.h5,32,b'Ge',71.9663968,N2,7.9
